,image,dog,bounds_x_before,bounds_x,bounds_y_before,bounds_y,bounds_width_before,bounds_width,bounds_height_before,bounds_height,L_eye_v,L_eye_x_before,L_eye_x,L_eye_y_before,L_eye_y,R_eye_v,R_eye_x_before,R_eye_x,R_eye_y_before,R_eye_y,L_ear_v,L_ear_x_before,L_ear_x,L_ear_y_before,L_ear_y,R_ear_v,R_ear_x_before,R_ear_x,R_ear_y_before,R_ear_y,Nose_v,Nose_x_before,Nose_x,Nose_y_before,Nose_y,Throat_v,Throat_x_before,Throat_x,Throat_y_before,Throat_y,Tail_v,Tail_x_before,Tail_x,Tail_y_before,Tail_y,withers_v,withers_x_before,withers_x,withers_y_before,withers_y,L_F_elbow_v,L_F_elbow_x_before,L_F_elbow_x,L_F_elbow_y_before,L_F_elbow_y,R_F_elbow_v,R_F_elbow_x_before,R_F_elbow_x,R_F_elbow_y_before,R_F_elbow_y,L_B_elbow_v,L_B_elbow_x_before,L_B_elbow_x,L_B_elbow_y_before,L_B_elbow_y,R_B_elbow_v,R_B_elbow_x_before,R_B_elbow_x,R_B_elbow_y_before,R_B_elbow_y,L_F_knee_v,L_F_knee_x_before,L_F_knee_x,L_F_knee_y_before,L_F_knee_y,R_F_knee_v,R_F_knee_x_before,R_F_knee_x,R_F_knee_y_before,R_F_knee_y,L_B_knee_v,L_B_knee_x_before,L_B_knee_x,L_B_knee_y_before,L_B_knee_y,R_B_knee_v,R_B_knee_x_before,R_B_knee_x,R_B_knee_y_before,R_B_knee_y,L_F_paw_v,L_F_paw_x_before,L_F_paw_x,L_F_paw_y_before,L_F_paw_y,R_F_paw_v,R_F_paw_x_before,R_F_paw_x,R_F_paw_y_before,R_F_paw_y,L_B_paw_v,L_B_paw_x_before,L_B_paw_x,L_B_paw_y_before,L_B_paw_y,R_B_paw_v,R_B_paw_x_before,R_B_paw_x,R_B_paw_y_before,R_B_paw_y,height,width
2823,434.jpeg,1,0.356599022,107,0.16073749,32,0.465883009,140,0.529511485,106,1,0.442431353,133,0.295247904,59,0,0,0,0,0,1,0.477551792,143,0.259816331,52,1,0.419165448,126,0.245835091,49,1,0.37765412,113,0.345836541,69,1,0.469292091,141,0.455735836,91,1,0.712382543,214,0.424653813,85,1,0.572544731,172,0.430751835,86,1,0.560770981,168,0.574618577,115,1,0.449069919,135,0.524833432,105,1,0.732788536,220,0.504712517,101,0,0,0,0,0,1,0.506761716,152,0.61567399,123,1,0.446798671,134,0.575244415,115,1,0.793168677,238,0.555952558,111,1,0.717525179,215,0.604162227,121,1,0.480469748,144,0.685830378,137,1,0.379877958,114,0.615849997,123,1,0.819382013,246,0.555274936,111,0,0,0,0,0,200,300
2824,438.jpeg,1,0.32268505,97,0.007661827,1,0.51975568,156,0.987399493,148,1,0.469724896,141,0.272415467,41,1,0.383854847,115,0.272637374,41,1,0.553097678,166,0.186006292,28,1,0.359845655,108,0.166621836,25,1,0.417237288,125,0.42628814,64,1,0.470881272,141,0.574098698,86,1,0.71946496,216,0.546834452,82,0,0,0,0,0,1,0.599831257,180,0.672457739,101,1,0.407587969,122,0.614043709,92,1,0.736112066,221,0.799654,120,0,0,0,0,0,1,0.516280859,155,0.726358317,109,1,0.402762672,121,0.79256871,119,0,0,0,0,0,1,0.579951148,174,0.953627212,143,1,0.460774979,138,0.833347688,125,1,0.463457684,139,0.919639301,138,0,0,0,0,0,0,0,0,0,0,150,300
2825,457.jpeg,1,0.237616162,71,0.199147805,44,0.42572049,128,0.741082601,164,1,0.587468848,176,0.43961695,97,1,0.507657368,152,0.439894574,97,1,0.606368914,182,0.325826662,72,1,0.465818249,140,0.348242572,77,1,0.559256827,168,0.543333573,120,1,0.547622858,164,0.655470521,145,1,0.355936418,107,0.347844826,77,0,0,0,0,0,1,0.603223462,181,0.668897831,148,1,0.452943061,136,0.683817871,151,0,0,0,0,0,1,0.289490926,87,0.542047048,120,1,0.600400609,180,0.74581107,165,1,0.49285661,148,0.810787456,179,0,0,0,0,0,1,0.246839362,74,0.588780763,130,1,0.552435319,166,0.764512572,169,1,0.527101417,158,0.900156509,199,0,0,0,0,0,1,0.280510969,84,0.692869707,153,221,300
2826,462.jpeg,1,0.240066261,67,0.166819926,50,0.563926103,158,0.514270792,154,1,0.334997353,94,0.262966151,79,0,0,0,0,0,1,0.399609234,112,0.223112786,67,0,0,0,0,0,1,0.274927823,77,0.302542877,91,1,0.382674817,107,0.366228006,110,1,0.671525038,188,0.286179088,86,1,0.485851631,136,0.282603713,85,1,0.556683673,156,0.454203654,136,1,0.414202455,116,0.469715675,141,1,0.663864559,186,0.457230733,137,1,0.600340998,168,0.483803378,145,1,0.450654715,126,0.522347767,157,0,0,0,0,0,1,0.661625119,185,0.57746318,173,1,0.707051936,198,0.543472696,163,1,0.460009369,129,0.576304829,173,1,0.545438214,153,0.556561697,167,1,0.62569873,175,0.633394497,190,0,0,0,0,0,300,280
2827,472.jpeg,1,0.076170108,23,0.069600786,14,0.446423102,134,0.859483329,172,1,0.500667492,150,0.169787717,34,1,0.440404687,132,0.145909147,29,1,0.506027693,152,0.120665086,24,1,0.379056729,114,0.095130095,19,1,0.493404876,148,0.210523697,42,1,0.389237532,117,0.395468836,79,1,0.180031515,54,0.30547454,61,0,0,0,0,0,1,0.409702798,123,0.54060829,108,1,0.220348656,66,0.504617183,101,0,0,0,0,0,1,0.160559583,48,0.614958854,123,1,0.353613434,106,0.635572425,127,1,0.282932228,85,0.639989236,128,0,0,0,0,0,1,0.143435006,43,0.750777217,150,1,0.326702603,98,0.709547845,142,1,0.283213782,85,0.749072902,150,0,0,0,0,0,1,0.132742583,40,0.889665229,178,200,300
2828,502.jpeg,1,0.123447221,19,0,0,0.849544141,130,0.839114401,252,1,0.809839237,124,0.164304664,49,1,0.529240592,81,0.160884961,48,1,0.764732071,117,0.082405247,25,1,0.438500693,67,0.096024754,29,1,0.693252271,106,0.189306017,57,1,0.654411035,100,0.3709204,111,0,0,0,0,0,0,0,0,0,0,1,0.796431438,122,0.563866642,169,0,0,0,0,0,1,0.915365908,140,0.536632516,161,1,0.267904781,41,0.613559223,184,1,0.751774596,115,0.657444424,197,0,0,0,0,0,0,0,0,0,0,1,0.418808606,64,0.624073107,187,1,0.654141309,100,0.726420829,218,1,0.378883293,58,0.5231828,157,1,0.777797229,119,0.762717861,229,1,0.405411157,62,0.767546905,230,300,153
2829,559.jpeg,1,0.195935591,59,0,0,0.41291073,124,0.98605518,218,1,0.44941259,135,0.299404571,66,1,0.34736971,104,0.288689087,64,1,0.480612138,144,0.235923371,52,1,0.313465019,94,0.222385161,49,1,0.379566995,114,0.416036313,92,1,0.386499547,116,0.597324826,132,0,0,0,0,0,0,0,0,0,0,1,0.510303548,153,0.696700157,154,1,0.295966681,89,0.723390808,160,0,0,0,0,0,0,0,0,0,0,1,0.45995048,138,0.79563328,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.430635488,129,0.922526778,204,0,0,0,0,0,1,0.540957061,162,0.801661121,177,0,0,0,0,0,221,300
2830,572.jpeg,1,0.077051817,23,0.197676757,46,0.739928595,222,0.65513263,152,0,0,0,0,0,0,0,0,0,0,1,0.687393248,206,0.250871487,58,1,0.779708667,234,0.288730892,67,0,0,0,0,0,1,0.709309183,213,0.451817646,105,1,0.229335197,69,0.400586173,93,1,0.600737001,180,0.296702841,69,0,0,0,0,0,1,0.613416091,184,0.589729591,137,1,0.21726073,65,0.599318543,139,1,0.346723546,104,0.672115431,156,1,0.680619762,204,0.660070552,153,1,0.619859535,186,0.694220238,161,1,0.153157118,46,0.658823526,153,1,0.295900343,89,0.781018731,181,1,0.737296401,221,0.642999409,149,1,0.546301715,164,0.720242833,167,1,0.090326497,27,0.792849786,184,1,0.36070859,108,0.814108801,189,232,300
2898,403.jpeg,1,0.464176458,139,0.072248576,22,0.479907075,144,0.852489908,256,1,0.689771874,207,0.293174078,88,1,0.560266905,168,0.29973885,90,1,0.75443145,226,0.227934385,68,1,0.535770311,161,0.226854677,68,1,0.606806298,182,0.392666166,118,1,0.649595169,195,0.51727601,155,0,0,0,0,0,0,0,0,0,0,1,0.795281924,239,0.723217403,217,1,0.530937011,159,0.771075004,231,1,0.823616191,247,0.822388187,247,1,0.665939005,200,0.867409264,260,1,0.744266128,223,0.64035562,192,1,0.527115194,158,0.663202805,199,1,0.85233329,256,0.740896607,222,0,0,0,0,0,1,0.706415553,212,0.672847258,202,1,0.557747039,167,0.7177492,215,1,0.880466017,264,0.788874709,237,1,0.769322763,231,0.862461377,259,300,300
2899,434.jpeg,1,0.357404461,107,0.159808038,32,0.46631569,140,0.529147147,106,1,0.441770497,133,0.295232746,59,0,0,0,0,0,1,0.477512092,143,0.260480763,52,1,0.419962463,126,0.244894565,49,1,0.37728853,113,0.346618955,69,1,0.468337936,141,0.456087316,91,1,0.712647052,214,0.42515676,85,1,0.571614855,171,0.429982872,86,1,0.56054907,168,0.573703759,115,1,0.448191211,134,0.525310875,105,1,0.732834797,220,0.504476393,101,0,0,0,0,0,1,0.506954225,152,0.615401741,123,1,0.447148691,134,0.574921872,115,1,0.79398245,238,0.555060838,111,1,0.717561264,215,0.604335852,121,1,0.480261849,144,0.686794479,137,1,0.380508721,114,0.616626312,123,1,0.818503934,246,0.555273671,111,0,0,0,0,0,200,300
2900,438.jpeg,1,0.323495052,97,0.008597324,1,0.520645542,156,0.986822835,148,1,0.469712343,141,0.272203134,41,1,0.384458062,115,0.272463195,41,1,0.552617657,166,0.185352097,28,1,0.358946026,108,0.166030923,25,1,0.418024943,125,0.42578923,64,1,0.469940291,141,0.574921862,86,1,0.718627634,216,0.547689915,82,0,0,0,0,0,1,0.599597162,180,0.671811841,101,1,0.407316259,122,0.613286717,92,1,0.737070588,221,0.798952684,120,0,0,0,0,0,1,0.515394186,155,0.72706011,109,1,0.402846948,121,0.791761075,119,0,0,0,0,0,1,0.580171648,174,0.953559186,143,1,0.459900093,138,0.83235072,125,1,0.46439548,139,0.920177029,138,0,0,0,0,0,0,0,0,0,0,150,300
2901,457.jpeg,1,0.236844779,71,0.19923359,44,0.426314195,128,0.741369896,164,1,0.587761862,176,0.438745837,97,1,0.507150587,152,0.439819501,97,1,0.60602675,182,0.326555028,72,1,0.466126855,140,0.347968678,77,1,0.559620897,168,0.542340157,120,1,0.548229554,164,0.655728584,145,1,0.355691757,107,0.347106632,77,0,0,0,0,0,1,0.604159267,181,0.669271025,148,1,0.452812321,136,0.684695426,151,0,0,0,0,0,1,0.289496893,87,0.542104988,120,1,0.600324783,180,0.745900711,165,1,0.493562734,148,0.810773261,179,0,0,0,0,0,1,0.246723165,74,0.58870916,130,1,0.553087281,166,0.765393428,169,1,0.527546327,158,0.899914024,199,0,0,0,0,0,1,0.280151191,84,0.692040028,153,221,300
2902,462.jpeg,1,0.23946797,67,0.167051224,50,0.563579305,158,0.514037728,154,1,0.334254068,94,0.263634902,79,0,0,0,0,0,1,0.399584565,112,0.222645994,67,0,0,0,0,0,1,0.275539195,77,0.302626838,91,1,0.382888937,107,0.366030791,110,1,0.671258771,188,0.286105603,86,1,0.486800681,136,0.282806488,85,1,0.556065357,156,0.453863085,136,1,0.414594033,116,0.46955434,141,1,0.66383241,186,0.457566031,137,1,0.599778439,168,0.483970172,145,1,0.450662053,126,0.522020244,157,0,0,0,0,0,1,0.662538618,186,0.577956635,173,1,0.70755052,198,0.54306023,163,1,0.460141696,129,0.575473991,173,1,0.545602938,153,0.556300876,167,1,0.626273415,175,0.634080177,190,0,0,0,0,0,300,280
2903,472.jpeg,1,0.076294321,23,0.070586359,14,0.445774551,134,0.859755056,172,1,0.500251746,150,0.170190044,34,1,0.439568915,132,0.145968943,29,1,0.505137476,152,0.120748311,24,1,0.379430637,114,0.09549162,19,1,0.492919555,148,0.20970376,42,1,0.389625472,117,0.395074881,79,1,0.179375525,54,0.304535896,61,0,0,0,0,0,1,0.409691699,123,0.540602344,108,1,0.219870985,66,0.504150454,101,0,0,0,0,0,1,0.161110496,48,0.61586012,123,1,0.353910055,106,0.634691118,127,1,0.28368239,85,0.639691985,128,0,0,0,0,0,1,0.144285817,43,0.750497125,150,1,0.326352762,98,0.708754879,142,1,0.283322236,85,0.748213396,150,0,0,0,0,0,1,0.132739645,40,0.889609394,178,200,300
2904,502.jpeg,1,0.123276442,19,0,0,0.848716447,130,0.839866564,252,1,0.810687143,124,0.163416311,49,1,0.528748554,81,0.159999353,48,1,0.765061027,117,0.082415421,25,1,0.437540954,67,0.095554351,29,1,0.6933761,106,0.190203734,57,1,0.65401685,100,0.370542267,111,0,0,0,0,0,0,0,0,0,0,1,0.796102262,122,0.56304373,169,0,0,0,0,0,1,0.91546294,140,0.536524894,161,1,0.267145574,41,0.613408597,184,1,0.751932055,115,0.656924362,197,0,0,0,0,0,0,0,0,0,0,1,0.418669377,64,0.623338873,187,1,0.654956285,100,0.726089723,218,1,0.378712881,58,0.523403642,157,1,0.777814823,119,0.763377133,229,1,0.405494811,62,0.767804123,230,300,153
2905,559.jpeg,1,0.195828052,59,0,0,0.412453623,124,0.98571339,218,1,0.449835756,135,0.299442488,66,1,0.346578818,104,0.289686456,64,1,0.481319525,144,0.235981783,52,1,0.313563339,94,0.222906927,49,1,0.379096503,114,0.416112821,92,1,0.386847185,116,0.598265248,132,0,0,0,0,0,0,0,0,0,0,1,0.510199202,153,0.696797188,154,1,0.295330103,89,0.723440902,160,0,0,0,0,0,0,0,0,0,0,1,0.46040184,138,0.795264793,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43011654,129,0.923220719,204,0,0,0,0,0,1,0.541273724,162,0.801581866,177,0,0,0,0,0,221,300
2906,572.jpeg,1,0.077680222,23,0.19801837,46,0.739997279,222,0.655499302,152,0,0,0,0,0,0,0,0,0,0,1,0.688125436,206,0.251741621,58,1,0.778728887,234,0.288023968,67,0,0,0,0,0,1,0.709216837,213,0.451363312,105,1,0.230034237,69,0.4012699,93,1,0.601690905,181,0.29617095,69,0,0,0,0,0,1,0.613421839,184,0.590658769,137,1,0.21782744,65,0.598969476,139,1,0.347128836,104,0.671833596,156,1,0.68031901,204,0.659899163,153,1,0.62033647,186,0.694882139,161,1,0.152346129,46,0.657940037,153,1,0.296294008,89,0.780317418,181,1,0.737600107,221,0.643630503,149,1,0.54646287,164,0.720909172,167,1,0.089460736,27,0.793618216,184,1,0.36094409,108,0.813126207,189,232,300
2974,403.jpeg,1,0.463448204,139,0.071686044,22,0.480308338,144,0.851626074,255,1,0.689359146,207,0.292684722,88,1,0.561111797,168,0.300383545,90,1,0.754490097,226,0.227818148,68,1,0.534883366,160,0.226416646,68,1,0.606730736,182,0.393302828,118,1,0.649082814,195,0.517022497,155,0,0,0,0,0,0,0,0,0,0,1,0.794358202,238,0.722332816,217,1,0.53148217,159,0.77077322,231,1,0.824598341,247,0.82309331,247,1,0.665402385,200,0.868043652,260,1,0.743386184,223,0.640627303,192,1,0.52680392,158,0.663674742,199,1,0.852707723,256,0.74010163,222,0,0,0,0,0,1,0.706443145,212,0.672049175,202,1,0.558347657,168,0.717250051,215,1,0.881051773,264,0.789708206,237,1,0.769910504,231,0.862222481,259,300,300
2975,434.jpeg,1,0.357088164,107,0.160071373,32,0.467080442,140,0.52901875,106,1,0.442621129,133,0.295802303,59,0,0,0,0,0,1,0.47696083,143,0.260863971,52,1,0.419251729,126,0.244989607,49,1,0.377092101,113,0.346955003,69,1,0.467677963,140,0.456850276,91,1,0.71280349,214,0.425889866,85,1,0.572047115,172,0.430300943,86,1,0.560707338,168,0.573745384,115,1,0.448014308,134,0.52512508,105,1,0.733698609,220,0.504968628,101,0,0,0,0,0,1,0.506673535,152,0.614538759,123,1,0.447775591,134,0.575753574,115,1,0.793126262,238,0.554874943,111,1,0.717363965,215,0.604048907,121,1,0.480172363,144,0.687683578,138,1,0.380976875,114,0.616832889,123,1,0.818493623,246,0.554803531,111,0,0,0,0,0,200,300
2976,438.jpeg,1,0.324421748,97,0.009531095,1,0.521157239,156,0.986901023,148,1,0.470446671,141,0.271723346,41,1,0.384919688,115,0.272566026,41,1,0.553137686,166,0.184369845,28,1,0.358473088,108,0.165693565,25,1,0.417580178,125,0.426085683,64,1,0.469014366,141,0.574774605,86,1,0.719191809,216,0.54823413,82,0,0,0,0,0,1,0.60014986,180,0.672183768,101,1,0.406907503,122,0.612785987,92,1,0.737977302,221,0.799851013,120,0,0,0,0,0,1,0.51631961,155,0.726285497,109,1,0.40369254,121,0.791167368,119,0,0,0,0,0,1,0.580697897,174,0.952794798,143,1,0.459890581,138,0.832827474,125,1,0.46356874,139,0.920925104,138,0,0,0,0,0,0,0,0,0,0,150,300
2977,457.jpeg,1,0.236439524,71,0.199848953,44,0.426120632,128,0.742181611,164,1,0.587080883,176,0.438560077,97,1,0.506726412,152,0.43917906,97,1,0.606040982,182,0.327417975,72,1,0.465486272,140,0.347207266,77,1,0.560079495,168,0.541986083,120,1,0.547411011,164,0.656419428,145,1,0.356250114,107,0.347779135,77,0,0,0,0,0,1,0.604346326,181,0.67024205,148,1,0.452948599,136,0.685159207,151,0,0,0,0,0,1,0.290015052,87,0.541580698,120,1,0.600417913,180,0.745815659,165,1,0.494103429,148,0.811648323,179,0,0,0,0,0,1,0.246631209,74,0.589694275,130,1,0.553876527,166,0.765465356,169,1,0.527800407,158,0.900135138,199,0,0,0,0,0,1,0.280735787,84,0.692782154,153,221,300
2978,462.jpeg,1,0.239562491,67,0.167509017,50,0.564146568,158,0.51417787,154,1,0.333825377,93,0.264024844,79,0,0,0,0,0,1,0.398795101,112,0.221697798,67,0,0,0,0,0,1,0.275900447,77,0.302759482,91,1,0.383760406,107,0.366970276,110,1,0.671105375,188,0.286232161,86,1,0.487280994,136,0.283430827,85,1,0.556014484,156,0.454469186,136,1,0.414829042,116,0.470337041,141,1,0.663849613,186,0.457550155,137,1,0.599027838,168,0.483110308,145,1,0.451515458,126,0.521657644,156,0,0,0,0,0,1,0.662470148,185,0.57767089,173,1,0.708189133,198,0.542286601,163,1,0.46107115,129,0.574582349,172,1,0.545269732,153,0.556909854,167,1,0.626775136,175,0.633945813,190,0,0,0,0,0,300,280
2979,472.jpeg,1,0.077044572,23,0.070674446,14,0.445092663,134,0.85894931,172,1,0.499916031,150,0.170381464,34,1,0.439983112,132,0.145855275,29,1,0.50477205,151,0.120614173,24,1,0.379859403,114,0.09502446,19,1,0.493003378,148,0.209376386,42,1,0.388698291,117,0.395074872,79,1,0.180087327,54,0.305089831,61,0,0,0,0,0,1,0.408981607,123,0.541208118,108,1,0.220392538,66,0.503152443,101,0,0,0,0,0,1,0.160631865,48,0.615502727,123,1,0.354407614,106,0.635357974,127,1,0.283684892,85,0.639500382,128,0,0,0,0,0,1,0.145257834,44,0.750669916,150,1,0.327235373,98,0.70941942,142,1,0.284217911,85,0.747541042,150,0,0,0,0,0,1,0.132667594,40,0.889340146,178,200,300
2980,502.jpeg,1,0.123793059,19,0,0,0.848489347,130,0.838992554,252,1,0.810198877,124,0.163639852,49,1,0.528289977,81,0.15921295,48,1,0.764500061,117,0.082457053,25,1,0.437867926,67,0.095871082,29,1,0.69348072,106,0.190498399,57,1,0.65490637,100,0.371414803,111,0,0,0,0,0,0,0,0,0,0,1,0.795986704,122,0.563037496,169,0,0,0,0,0,1,0.915968407,140,0.536248328,161,1,0.267209184,41,0.612414965,184,1,0.751149684,115,0.656992732,197,0,0,0,0,0,0,0,0,0,0,1,0.419277597,64,0.6230031,187,1,0.654339521,100,0.726105199,218,1,0.377767643,58,0.523977375,157,1,0.777999982,119,0.763228634,229,1,0.405828945,62,0.767118431,230,300,153
2981,559.jpeg,1,0.196529588,59,0,0,0.412557116,124,0.985125747,218,1,0.448837527,135,0.299631572,66,1,0.34725378,104,0.288916058,64,1,0.481874382,145,0.23654348,52,1,0.31428892,94,0.222071942,49,1,0.378786667,114,0.415750325,92,1,0.386109259,116,0.598006699,132,0,0,0,0,0,0,0,0,0,0,1,0.509505742,153,0.697568051,154,1,0.295526647,89,0.724116319,160,0,0,0,0,0,0,0,0,0,0,1,0.460343612,138,0.794606066,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.429594492,129,0.922611236,204,0,0,0,0,0,1,0.541073508,162,0.800957478,177,0,0,0,0,0,221,300
2982,572.jpeg,1,0.078601954,24,0.197438898,46,0.740259436,222,0.6564101,152,0,0,0,0,0,0,0,0,0,0,1,0.687454631,206,0.251472829,58,1,0.77851724,234,0.288908029,67,0,0,0,0,0,1,0.709550128,213,0.451611759,105,1,0.229916886,69,0.400709475,93,1,0.600731284,180,0.295577,69,0,0,0,0,0,1,0.613254595,184,0.590959021,137,1,0.217600141,65,0.599424726,139,1,0.347515327,104,0.671108383,156,1,0.679868409,204,0.660175506,153,1,0.621083955,186,0.694515077,161,1,0.152896431,46,0.657060467,152,1,0.297193903,89,0.779419291,181,1,0.738538333,222,0.642667845,149,1,0.545600661,164,0.720727129,167,1,0.088630054,27,0.793722935,184,1,0.360699817,108,0.813897152,189,232,300
3050,403.jpeg,1,0.46349582,139,0.07209637,22,0.47968796,144,0.851747622,256,1,0.689119925,207,0.291946882,88,1,0.56026333,168,0.300535708,90,1,0.75383237,226,0.227322231,68,1,0.535314137,161,0.2260456,68,1,0.60673621,182,0.393379364,118,1,0.649040437,195,0.517894344,155,0,0,0,0,0,0,0,0,0,0,1,0.794979233,238,0.72331071,217,1,0.531986699,160,0.77069113,231,1,0.824932003,247,0.822488797,247,1,0.665187359,200,0.867183735,260,1,0.743358811,223,0.640590969,192,1,0.527541287,158,0.664615958,199,1,0.85313784,256,0.739923267,222,0,0,0,0,0,1,0.706399232,212,0.671053242,201,1,0.559012285,168,0.716340506,215,1,0.881188792,264,0.790392405,237,1,0.770815085,231,0.863065407,259,300,300
3051,434.jpeg,1,0.357873927,107,0.159243264,32,0.467232793,140,0.529607495,106,1,0.443371737,133,0.295102715,59,0,0,0,0,0,1,0.476311979,143,0.260738251,52,1,0.418273613,125,0.244826328,49,1,0.377554759,113,0.346351795,69,1,0.467917653,140,0.457470957,91,1,0.712711154,214,0.425728699,85,1,0.572752362,172,0.43101103,86,1,0.560664066,168,0.574559388,115,1,0.448429959,135,0.52597591,105,1,0.733435786,220,0.50470672,101,0,0,0,0,0,1,0.506199676,152,0.614430553,123,1,0.448073398,134,0.575104417,115,1,0.79360998,238,0.554946425,111,1,0.7177492,215,0.604814737,121,1,0.479894274,144,0.688281451,138,1,0.380523973,114,0.617610442,124,1,0.819325317,246,0.554828993,111,0,0,0,0,0,200,300
3052,438.jpeg,1,0.323507666,97,0.008538803,1,0.52129711,156,0.985958573,148,1,0.469624329,141,0.272306949,41,1,0.384297964,115,0.271940592,41,1,0.553753409,166,0.184499478,28,1,0.358874069,108,0.165984262,25,1,0.416900925,125,0.425933436,64,1,0.468941876,141,0.574245787,86,1,0.719289232,216,0.549113514,82,0,0,0,0,0,1,0.599576072,180,0.672525336,101,1,0.407841648,122,0.612875478,92,1,0.737495745,221,0.800168381,120,0,0,0,0,0,1,0.516719701,155,0.72710889,109,1,0.403201085,121,0.791515608,119,0,0,0,0,0,1,0.580523095,174,0.952038473,143,1,0.459970346,138,0.833163315,125,1,0.462609765,139,0.920129594,138,0,0,0,0,0,0,0,0,0,0,150,300
3053,457.jpeg,1,0.236411788,71,0.199244059,44,0.426337634,128,0.741983719,164,1,0.586979267,176,0.437624542,97,1,0.50768668,152,0.439698075,97,1,0.605111771,182,0.326496814,72,1,0.466413497,140,0.346739367,77,1,0.560360609,168,0.54191014,120,1,0.547090612,164,0.655576638,145,1,0.356761426,107,0.34844003,77,0,0,0,0,0,1,0.603788677,181,0.671125509,148,1,0.453693784,136,0.685471303,151,0,0,0,0,0,1,0.290827005,87,0.541839257,120,1,0.599617832,180,0.746067427,165,1,0.494738779,148,0.812501551,180,0,0,0,0,0,1,0.246853185,74,0.590616644,131,1,0.554459038,166,0.764877984,169,1,0.527071926,158,0.900566802,199,0,0,0,0,0,1,0.280006313,84,0.693702725,153,221,300
3054,462.jpeg,1,0.240204796,67,0.168195163,50,0.563534353,158,0.514997542,154,1,0.333676232,93,0.264852166,79,0,0,0,0,0,1,0.398914083,112,0.221214307,66,0,0,0,0,0,1,0.275222952,77,0.303062021,91,1,0.384388266,108,0.366613762,110,1,0.670826919,188,0.28679285,86,1,0.488132583,137,0.284165611,85,1,0.556403592,156,0.453992369,136,1,0.415591252,116,0.469527691,141,1,0.664276528,186,0.457605084,137,1,0.59851682,168,0.483949648,145,1,0.45219714,127,0.521520627,156,0,0,0,0,0,1,0.663078504,186,0.577287781,173,1,0.707554226,198,0.543225586,163,1,0.460082549,129,0.575138842,173,1,0.54442458,152,0.557038154,167,1,0.626175533,175,0.634503914,190,0,0,0,0,0,300,280
3055,472.jpeg,1,0.076082392,23,0.070802823,14,0.445383241,134,0.858942261,172,1,0.499894789,150,0.169406987,34,1,0.439462301,132,0.146220591,29,1,0.505167138,152,0.120927649,24,1,0.37910813,114,0.095961153,19,1,0.492021492,148,0.208448988,42,1,0.38959425,117,0.395090163,79,1,0.180489014,54,0.304943545,61,0,0,0,0,0,1,0.408457662,123,0.540311452,108,1,0.220645955,66,0.502807751,101,0,0,0,0,0,1,0.160620453,48,0.614990314,123,1,0.354025333,106,0.636162953,127,1,0.283667955,85,0.639712392,128,0,0,0,0,0,1,0.145586238,44,0.749798311,150,1,0.326448635,98,0.710055216,142,1,0.284073301,85,0.747860746,150,0,0,0,0,0,1,0.133457488,40,0.888801707,178,200,300
3056,502.jpeg,1,0.123267074,19,0,0,0.847901469,130,0.839328096,252,1,0.809992266,124,0.162980521,49,1,0.527904045,81,0.159538704,48,1,0.765146167,117,0.082886316,25,1,0.437511755,67,0.096719872,29,1,0.693364354,106,0.19078051,57,1,0.655761654,100,0.372092708,112,0,0,0,0,0,0,0,0,0,0,1,0.79657313,122,0.563060449,169,0,0,0,0,0,1,0.916165109,140,0.537034775,161,1,0.266274119,41,0.612490663,184,1,0.751054495,115,0.657159983,197,0,0,0,0,0,0,0,0,0,0,1,0.418724977,64,0.62385867,187,1,0.65401078,100,0.726948752,218,1,0.377973908,58,0.524931462,157,1,0.778263502,119,0.763000619,229,1,0.405322976,62,0.766342593,230,300,153
3057,559.jpeg,1,0.196969857,59,0,0,0.412853624,124,0.984495535,218,1,0.44868052,135,0.299939257,66,1,0.347895034,104,0.288811768,64,1,0.480936095,144,0.236344556,52,1,0.314349767,94,0.22276476,49,1,0.378410342,114,0.416295927,92,1,0.385638361,116,0.598363448,132,0,0,0,0,0,0,0,0,0,0,1,0.509255962,153,0.69687381,154,1,0.296094319,89,0.723726926,160,0,0,0,0,0,0,0,0,0,0,1,0.460123705,138,0.793904543,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.429205314,129,0.922132644,204,0,0,0,0,0,1,0.541819553,163,0.800333816,177,0,0,0,0,0,221,300
3058,572.jpeg,1,0.078291625,23,0.197722207,46,0.740598226,222,0.655735635,152,0,0,0,0,0,0,0,0,0,0,1,0.687097988,206,0.251298248,58,1,0.778021156,233,0.288760651,67,0,0,0,0,0,1,0.708824465,213,0.451240367,105,1,0.230541415,69,0.400910855,93,1,0.600405037,180,0.295117336,68,0,0,0,0,0,1,0.613991407,184,0.591785066,137,1,0.21715865,65,0.598932382,139,1,0.346853033,104,0.671999746,156,1,0.680082785,204,0.660074484,153,1,0.620176207,186,0.694331158,161,1,0.152130891,46,0.657905891,153,1,0.296884446,89,0.778509879,181,1,0.738459273,222,0.642129132,149,1,0.545925714,164,0.720986101,167,1,0.089365646,27,0.792809989,184,1,0.360708276,108,0.812908356,189,232,300
